,ID,none_sent,lm_sent,none_pred,LM_pred,true
143876,7277703b-6f18-4e14-a516-608a92d93ae1,powershell  moscow  institute  of  steel  and  alloys ,powershell  moscow  institute  of  steel  and  alloys moscow  is the capital and largest city of russia.,B-PROD B-GRP I-GRP I-GRP I-GRP I-GRP I-GRP,O B-GRP I-GRP I-GRP I-GRP I-GRP I-GRP,O B-GRP I-GRP I-GRP I-GRP I-GRP I-GRP
145165,b4a77c98-a743-440d-a8de-a1fa48dcfb4b,"city  of  harringworth,  northamptonshire ","city  of  harringworth,  northamptonshire northamptonshire  is a county in the east midlands of england.",O O B-LOC B-LOC,O O B-LOC I-LOC,O O B-LOC I-LOC
11166,982fff72-0686-410a-b397-47ea0c20217a,st  barth  commuter  80 ,st  barth  commuter  80 st barth commuter is a french airline based in saint-barthélemy in the caribbean.,B-PROD I-PROD I-PROD I-PROD,B-CORP I-CORP I-CORP O,B-CORP I-CORP I-CORP O
145920,b7789543-2d36-4967-8134-e8acc1700f29,bertha  palmer  time ,"bertha  palmer  time bertha matilde palmer  was an american businesswoman, socialite, and philanthropist.",B-PER I-PER B-CW,B-PER I-PER O,B-PER I-PER O
156104,604d738b-6855-4cbb-99dd-917be93e7d2f,toluviejo  heart ,"toluviejo  heart toluviejo is a town and municipality located in the sucre department, northern colombia.",B-LOC I-CW,B-LOC O,B-LOC O
166038,e424d9ad-1d29-4621-b868-d997279c98c7,mbalmayo  buying ,"mbalmayo  buying mbalmayo is a town in cameroon's centre region. the town had 60,091 inhabitants in 2012.",B-CORP O,B-LOC O,B-LOC O
177736,c01a3f65-2f61-4dd5-ab8a-ab2527619f60,where  is  cerisy  pa ,where  is  cerisy  pa cerisy  is a commune in the somme department in hauts-de-france in northern france.,O O B-LOC I-LOC,O O B-LOC O,O O B-LOC O
13386,fb9acfcf-e42f-4542-b33c-427f639a66d8,christopher  becker  show ,"christopher  becker  show christopher becker  is a german film director, screenwriter, and film producer.",B-PER I-CW O,B-PER I-PER O,B-PER I-PER O
174529,a8a1130d-1941-48e7-9a0c-ff7cb68a61ff,2009  –  filippo  timi  (  italy  )  for  vincere ,"2009  –  filippo  timi  (  italy  )  for  vincere filippo timi  is an italian actor, director and writer.",O O B-PER I-PER O O O O O,O O B-PER I-PER O O O O B-CW,O O B-PER I-PER O O O O B-CW
172255,720fac4b-b661-415e-96c6-1f46c306d3ef,otto  junge  facts ,otto  junge  facts carlos otto junge  was a chilean–german chess master. he was chilean champion in 1922.,O O O,B-PER I-PER O,B-PER I-PER O
77278,dfb659be-a3ba-4227-b598-e40c5d44c013,aichi  steel  connect ,aichi  steel  connect aichi steel ;  is a japanese steel manufacturer. it is a member of the toyota group.,B-CORP I-CORP I-CORP,B-CORP I-CORP O,B-CORP I-CORP O
114768,bf0cb286-30ef-49fa-9b6e-1bbfe61a9b05,banco  hipotecario  file  format ,banco  hipotecario  file  format banco hipotecario  is a commercial bank and mortgage lender in argentina.,B-PROD I-PROD O O,B-CORP I-CORP O O,B-CORP I-CORP O O
104824,cc236f82-16be-4ed8-812b-171b19b844bf,1997  haliva ,1997  haliva haleva or haliva  is a fried dough turnover filled with either potatoes or circassian cheese.,O B-LOC,O B-PROD,O B-PROD
210127,0000b36e-b938-4008-a801-45a2e80758f0,louis  béchereau  kids ,louis  béchereau  kids louis béchereau  was a french aeronautical engineer and pioneer of french aviation.,B-PER I-PER B-CW,B-PER I-PER O,B-PER I-PER O
182931,65bc198f-6247-429b-baa0-e9c6cb3fc6cc,minakata  kumagusu  genre ,"minakata  kumagusu  genre minakata kumagusu  was a japanese author, biologist, naturalist and ethnologist.",B-CW I-CW O,B-PER I-PER O,B-PER I-PER O
144470,d90f2ae1-2e80-4703-82b6-13c4d77cca0d,baltona  medications ,baltona  medications baltona  is a polish company acting mainly on a duty-free market in poland and abroad.,B-LOC O,B-CORP O,B-CORP O
190521,7d89325c-9ae6-490c-a257-707841f0ed7e,mabel  capper  2018 ,"mabel  capper  2018 mabel is an english female given name derived from the latin amabilis, ""lovable, dear"".",B-PROD I-PROD O,B-PER I-PER O,B-PER I-PER O
142090,97a9c4ee-3785-40f4-8136-f9d4bec39398,james  lancaster  strength ,james  lancaster  strength sir james lancaster  was an english privateer and trader of the elizabethan era.,B-PER I-PER B-CW,B-PER I-PER O,B-PER I-PER O
81911,edc6f490-47a5-4917-a977-5ef37939ce9f,everex  professional ,everex  professional everex  is a defunct american manufacturer of desktop and notebook personal computers.,B-PROD I-PROD,B-CORP O,B-CORP O
58581,46e06285-b8eb-4c40-8e7c-285cf8a06bea,treffrin  special ,treffrin  special treffrin  is a commune in the côtes-d'armor department in brittany in northwestern france.,B-PROD O,B-LOC O,B-LOC O
208924,cbdc641f-6389-412e-87b8-b17bf028ac43,mario  morales  ugly ,mario  morales  ugly mario morales micheo  is a former puerto rican basketball player. he is known as a.k.a.,B-PER I-PER B-CW,B-PER I-PER O,B-PER I-PER O
46573,17e16961-8530-447d-958f-772c344989ca,eiernockerl  for  sale  near  me ,eiernockerl  for  sale  near  me eiernockerl  is a simple and popular austrian dish of the viennese cuisine.,B-CORP O O O O,B-PROD O O O O,B-PROD O O O O
106627,26cea1e7-b5d8-4c5b-98d7-ffb7d26a64eb,qalat  sukkar  image ,"qalat  sukkar  image qalat sukkar  is a town in the dhi qar governorate, iraq, located on the gharraf canal.",B-PER I-PER O,B-LOC I-LOC O,B-LOC I-LOC O
111064,986032c3-e34c-41c6-8b6d-d8419d4902d0,ida  craft  wiki ,ida  craft  wiki ida augusta craft  was an american suffragist known for her participation in suffrage hikes.,B-PROD I-PROD O,B-PER I-PER O,B-PER I-PER O
142226,404b4b31-4c4f-42bc-9340-d059f70cc223,what  is  the  nickname  for  chamaret ,what  is  the  nickname  for  chamaret chamaret  is a commune of the drôme department in southeastern france.,O O O O O B-PER,O O O O O B-LOC,O O O O O B-LOC
78598,0aba4f7f-fb68-4649-ab31-e23d2057ec4b,digital  still  camera  stand ,"digital  still  camera  stand digital usually refers to something using discrete digits, often binary digits.",O B-PROD I-PROD O,B-PROD I-PROD I-PROD O,B-PROD I-PROD I-PROD O
115561,afa71823-050b-4ae0-9362-4a6e8dd62021,what  is  an  ifa  f9 ,what  is  an  ifa  f9 ifá is a yoruba religion and system of divination. its  literary corpus is the odu ifá.,O O O B-CW I-PROD,O O O B-PROD I-PROD,O O O B-PROD I-PROD
180096,4fcfd235-0433-46f0-85c7-9ac3055b972d,kenneth  nysæther  news ,kenneth  nysæther  news kenneth nysæther  is a norwegian footballer who played as both a defender and striker.,B-CORP I-CORP O,B-PER I-PER O,B-PER I-PER O
197119,997bf396-38f3-47aa-923a-63c00b1d059a,the  album  is  today  controlled  by  the  parlophone  unit  of  warner  music  group  . ,the  album  is  today  controlled  by  the  parlophone  unit  of  warner  music  group  . warner can refer to:,O O O O O O O O O O B-CORP I-CORP I-CORP O,O O O O O O O B-CORP O O B-CORP I-CORP I-CORP O,O O O O O O O B-CORP O O B-CORP I-CORP I-CORP O
39306,58b9ee99-e0c4-4117-b1bc-a68e797e0c46,meaning  of  name  lesquerde ,meaning  of  name  lesquerde lesquerde  is a commune in the pyrénées-orientales department in southern france.,O O O B-PER,O O O B-LOC,O O O B-LOC
113684,0b93485c-06e1-4aff-9049-58a032dd5814,hytop  names  list ,"hytop  names  list hytop is a town in jackson county, alabama, united states. it incorporated on may 17, 1991.",B-CORP O O,B-LOC O O,B-LOC O O
114856,9fc4b6d2-0fa5-496c-8e0d-af19afb63f44,le  brun  film ,"le  brun  film lebrun, lebrun, or le brun is a surname and a given name. notable people with the name include:",B-CW I-CW O,B-PER I-PER O,B-PER I-PER O
25842,bbf60f5e-6201-4a6b-926c-99e1f7189c97,aramina  deferred  comp ,"aramina  deferred  comp aramina is a municipality in the state of são paulo in brazil. the population is 5,655",B-PROD O O,B-LOC O O,B-LOC O O
23931,3a6c6dc3-42ee-430f-a97e-d2beaccf6dc1,sonokong  internship ,"sonokong  internship sonokong co, ltd.  is a korean toy/game entertainment company. it was established in 1974.",B-LOC O,B-CORP O,B-CORP O
128043,2a079acb-6516-4bcc-b73b-c4704bf3712d,what  is  mott  tax  rate ,what  is  mott  tax  rate mott is both an english surname and given name. notable people with the name include:,O O B-CORP O O,O O B-LOC O O,O O B-LOC O O
201477,5209a315-c582-4147-9392-4ef3c0ccea1c,what  is  finlandia  op  26  used  for ,"what  is  finlandia  op  26  used  for finlandia, op. 26, is a tone poem by the finnish composer jean sibelius.",O O B-PROD I-PROD I-PROD O O,O O B-CW I-CW I-CW O O,O O B-CW I-CW I-CW O O
79942,e59a428a-56ed-4c4c-bcdb-06ebdfbc0d45,hsu  tsai-li  kids ,hsu  tsai-li  kids hsu tsai-li  was a taiwanese politician. he was the mayor of keelung city from 2001 to 2007.,B-CORP O O,B-PER I-PER O,B-PER I-PER O
111647,45f7b55c-6253-4080-b686-0c844548d1e1,where  is  rock  hall  nj ,where  is  rock  hall  nj nj is the abbreviation for the u.s. state of new jersey. nj or nj may also stand for:,O O B-LOC I-LOC I-LOC,O O B-LOC I-LOC O,O O B-LOC I-LOC O
109613,777c0bf4-d78a-4bc6-8444-0b346ac27a3b,yema  spica  making  noise ,yema  spica  making  noise the yema spica  is a minivan produced by the chinese automaker yema auto since 2016.,B-PER I-PER O O,B-PROD I-PROD O O,B-PROD I-PROD O O
3626,e22e8f32-41cc-4a25-a410-b4137275d547,koparit  houses ,"koparit  houses koparit  was a football club from kuopio, finland. it was founded in 1931 and disbanded in 1990.",B-LOC O,B-GRP O,B-GRP O
156188,3c34a40c-6c93-41e5-ba45-a78c06fa32ab,soyen  nc ,soyen  nc soyen is a municipality  in the district of rosenheim in bavaria in germany. it lies on the river inn.,B-LOC I-LOC,B-LOC O,B-LOC O
83767,41c4cf3b-eb93-4e22-a0d2-9700e4c73431,digital  still  camera  firmware ,"digital  still  camera  firmware digital usually refers to something using discrete digits, often binary digits.",O B-PROD I-PROD O,B-PROD I-PROD I-PROD O,B-PROD I-PROD I-PROD O
114162,0e5f61d1-538e-4ab8-bfeb-38808229ec5b,4  idoli  (  including  the  split  album  paket  aranžman  ) ,4  idoli  (  including  the  split  album  paket  aranžman  ) idoli  were a serbian new wave band from belgrade.,B-CW I-CW O O O O O B-CW I-CW O,O B-GRP O O O O O B-CW I-CW O,O B-GRP O O O O O B-CW I-CW O
97313,ca424a37-6e2e-4212-9e30-174d02f79d3c,bernhard  eisel  weight  gain ,bernhard  eisel  weight  gain bernhard is both a given name and a surname. notable people with the name include:,B-PER I-PER B-CW I-CW,B-PER I-PER O O,B-PER I-PER O O
84608,1aece10f-9a36-4f3e-afcd-116dd34744a0,joshua  rozenberg  online ,"joshua  rozenberg  online joshua rufus rozenberg kc   is a british solicitor, legal commentator, and journalist.",B-CW I-PER O,B-PER I-PER O,B-PER I-PER O
166617,56ef0253-b210-488f-a906-5312c15c2261,red  stone  unit ,red  stone  unit red stone  is a 2d massively multiplayer online role-playing game  developed by l&k logic korea.,B-LOC I-LOC O,B-CW I-CW O,B-CW I-CW O
14992,14474fbb-cd6d-4f0e-8b3f-d59145573bf4,what  county  is  kulli  nj ,what  county  is  kulli  nj nj is the abbreviation for the u.s. state of new jersey. nj or nj may also stand for:,O O O B-LOC I-LOC,O O O B-LOC O,O O O B-LOC O
95725,90842d1e-92d2-4f56-b326-be8f392b6948,yamna  lobos  definition ,"yamna  lobos  definition yamna carolina lobos astorga  is a popular chilean dancer, television host, and actress.",B-CW I-CW O,B-PER I-PER O,B-PER I-PER O
114665,b729e939-1d7f-4891-bb59-cd2d93312828,paniliakos  fc  cats ,"paniliakos  fc  cats paniliakos football club  is a greek association football club based in pyrgos, elis, greece.",B-GRP I-GRP I-GRP,B-GRP I-GRP O,B-GRP I-GRP O
21084,fdb007ad-4730-4509-b8d4-7d7de2a68a00,battle  of  johan  hellsten ,battle  of  johan  hellsten johan hellsten  is a swedish chess grandmaster. he was swedish chess champion in 2006.,B-CW I-CW I-CW I-CW,O O B-PER I-PER,O O B-PER I-PER
99368,383b3342-4031-48de-af76-567a7473624e,what  is  potterspury  northamptonshire  sales  tax ,what  is  potterspury  northamptonshire  sales  tax northamptonshire  is a county in the east midlands of england.,O O B-LOC I-LOC O I-CORP,O O B-LOC I-LOC O O,O O B-LOC I-LOC O O
207788,fcda4470-44c1-4d64-b139-bb11d349f655,peter  whelan  kids ,"peter  whelan  kids peter whelan  was a british playwright. whelan was born and raised in stoke-on-trent, england.",B-PER I-PER B-CW,B-PER I-PER O,B-PER I-PER O
135786,34df5703-b9a3-4bbb-9eb2-9fb2b7311348,sidewinders  history ,sidewinders  history the sidewinders is a barbershop quartet that won the 1964 spebsqsa international competition.,B-CW O,B-GRP O,B-GRP O
26504,49c389b3-dbd0-4864-9d87-eef5830a83a6,richie  roberts  dollar ,richie  roberts  dollar richie or richy is a masculine given name or short form  of richard. it is also a surname.,B-PER I-PER B-CW,B-PER I-PER O,B-PER I-PER O
168713,18b20901-6170-4eeb-92db-eb11c489a5b1,nicolaes  borremans  et  al  .  (  anthology  ) ,nicolaes  borremans  et  al  .  (  anthology  ) nicolaes is a given name that is spelled nicolaas in modern dutch.,O I-PER O O O O O O,B-PER I-PER O O O O O O,B-PER I-PER O O O O O O
133248,eb0a5671-9b89-4cda-b1f7-b24d500767a3,polarbröd  manufacturing ,polarbröd  manufacturing polarbröd is a swedish bread company. their head office is in älvsbyn in northern sweden.,B-PROD O,B-CORP O,B-CORP O
2336,398c33d8-494c-4bba-85b3-5fcf9065190f,fenwick  lawson  found ,"fenwick  lawson  found fenwick justin john lawson, arca  is an english sculptor based in the north-east of england.",B-LOC I-LOC O,B-PER I-PER O,B-PER I-PER O
58525,a592769f-5d6f-49c8-b8e6-4d7eba036825,monolith  of  inhumanity  wikia ,monolith  of  inhumanity  wikia fandom  is a wiki hosting service that hosts wikis mainly on entertainment topics .,O O O B-CW,B-CW I-CW I-CW O,B-CW I-CW I-CW O
141727,3dcc19ac-acae-4e76-bf6e-86e0183e48f1,dill  statement ,dill  statement dill  is an annual herb in the celery family apiaceae. it is the only species in the genus anethum.,B-CORP O,B-PROD O,B-PROD O
108913,318a5ec3-103a-4f38-8d4f-8fd3dd3abbc4,web  stanley  rogers  resor ,"web  stanley  rogers  resor stanley rogers resor  was an american lawyer, military officer, and government official.",O B-CORP I-CORP I-CORP,O B-PER I-PER I-PER,O B-PER I-PER I-PER
68178,b2c4b60a-1b2d-446b-bd9e-b92bbdb64e27,2012  safran  silvercrest ,2012  safran  silvercrest the safran silvercrest is a french turbofan  under development by safran aircraft engines.,O B-CORP O,O B-PROD I-PROD,O B-PROD I-PROD
39758,a0f2a6e4-d77f-4f57-8289-846ce0fde593,tiendesitas  county  news ,"tiendesitas  county  news tiendesitas  is a shopping complex located along e. rodriguez jr. avenue in, ugong, pasig.",B-LOC I-LOC O,B-LOC O O,B-LOC O O
111197,b90c0778-31d3-417f-aa78-5106207fe00c,edgar  broughton  band  conference ,"edgar  broughton  band  conference the edgar broughton band, founded in warwick in 1968, were  an english rock band.",B-PER I-PER O O,B-GRP I-GRP I-GRP O,B-GRP I-GRP I-GRP O
95330,d0a8a6da-2a71-4e03-98ea-d58f3cc7038e,bland  tomtar  och  troll  wikia ,bland  tomtar  och  troll  wikia fandom  is a wiki hosting service that hosts wikis mainly on entertainment topics .,B-CW I-CW I-CW I-CW B-CW,B-CW I-CW I-CW I-CW O,B-CW I-CW I-CW I-CW O
144342,cff87dc6-7603-453f-9d21-a74f50f5ed3e,safran  silvercrest  guide ,safran  silvercrest  guide the safran silvercrest is a french turbofan  under development by safran aircraft engines.,B-CORP I-LOC O,B-PROD I-PROD O,B-PROD I-PROD O
68153,e317cc3a-2a28-4f9f-9d67-6e5b3ac6bd2b,diskjokke  in  concert ,"diskjokke  in  concert diskjokke  is the stage name of joachim dyrdahl, the norwegian disc jockey and record producer.",B-GRP O O,B-PER O O,B-PER O O
22276,6426a295-1233-4fdb-a952-c44b1d57b438,shrike  2008 ,shrike  2008 shrikes  are passerine birds of the family laniidae. the family is composed of 34 species in four genera.,B-CW O,B-PROD O,B-PROD O
86532,762c6f3b-b91e-45a1-9e66-f13f8a8a739d,rocca  san  felice  house ,"rocca  san  felice  house rocca san felice is a town and comune in the province of avellino, campania, southern italy.",B-LOC I-LOC I-LOC I-LOC,B-LOC I-LOC I-LOC O,B-LOC I-LOC I-LOC O
146886,45b15349-8bca-434e-ad4a-ad64177c8ee6,impressionen  unter  wasser  wikia ,impressionen  unter  wasser  wikia fandom  is a wiki hosting service that hosts wikis mainly on entertainment topics .,O O O O,B-CW I-CW I-CW O,B-CW I-CW I-CW O
83537,c71140c6-c0e0-4928-bd5b-2b515394c80a,how  to  install  a  karukan ,"how  to  install  a  karukan karukan  is a japanese confection from kyushu. the origin of the name is ""light""  yokan .",O O O O B-CORP,O O O O B-PROD,O O O O B-PROD
75274,671f979f-e0d7-46b1-be19-c7200885849f,cheb  airport  code ,"cheb  airport  code cheb  is a town in the karlovy vary region of the czech republic. it has about 30,000 inhabitants.",B-LOC O O,B-LOC I-LOC O,B-LOC I-LOC O
196695,127322dc-ec58-4925-8619-5c9a53aac208,edwin  cannan  tomorrow ,"edwin  cannan  tomorrow the name edwin means ""rich friend"". it comes from the old english elements ""ead""  and ""ƿine"" .",B-PER I-PER B-CW,B-PER I-PER O,B-PER I-PER O
64938,947ffedf-528a-4490-82b6-84c6118c4494,akıncılar  discount  tickets ,akıncılar  discount  tickets akıncılar  is a town and a district of sivas province of turkey. the mayor is hasan şen .,B-CORP O O,B-LOC O O,B-LOC O O
161730,7006aa09-0c48-477f-87c6-5acc135625bf,wwo  accounts ,wwo  accounts wwo is a polish hip hop group. the letters in the group's name originally stood for w witrynach odbicia.,B-CORP O,B-GRP O,B-GRP O
43256,b0f4eba4-214a-47e1-b077-69bc181c04d7,watts  to  bituah  leumi ,watts  to  bituah  leumi bituah leumi  is israel's national social security agency. it was established on 1 april 1954.,O O B-LOC I-LOC,O O B-GRP I-GRP,O O B-GRP I-GRP
130679,3ecd8ce2-9de3-440c-ad7b-0aacf64f8868,wanda  media  com ,wanda  media  com wanda is a female given name of polish origin. it probably derives from the tribal name of the wends.,B-CORP O O,B-CORP I-CORP O,B-CORP I-CORP O
39894,3e0aadcf-2e67-4887-9374-f773c10c0835,xunlei  a ,xunlei  a xunlei limited  is a chinese multinational technology company and an online service provider founded in 2003.,B-LOC O,B-CORP O,B-CORP O
111900,b89ab20b-d090-42a6-a1b4-43e9a962e9a3,uncle  vanya  .  .  .  .  title  role  (  new  scene  ) ,uncle  vanya  .  .  .  .  title  role  (  new  scene  ) uncle vanya  is a play by the russian playwright anton chekhov.,B-PER I-PER O O O O O O O O O O,B-CW I-CW O O O O O O O O O O,B-CW I-CW O O O O O O O O O O
136384,7d3d22fe-d721-4341-b20d-c1e90ee7861f,where  the  red  fern  grows  wikia ,where  the  red  fern  grows  wikia fandom  is a wiki hosting service that hosts wikis mainly on entertainment topics .,O I-CW O I-CW O B-CW,B-CW I-CW I-CW I-CW I-CW O,B-CW I-CW I-CW I-CW I-CW O
91636,5a7a47ef-114f-47da-b999-fce46950c985,aurora  luque  side  effects ,"aurora  luque  side  effects aurora luque ortiz  is a spanish poet, translator, teacher, and writer based in andalusia.",B-PROD I-PROD O O,B-PER I-PER O O,B-PER I-PER O O
197102,76765ab1-a8a1-4181-abc4-b04cd95448db,vignonet  ma  city  hall ,vignonet  ma  city  hall vignonet  is a commune in the gironde department in nouvelle-aquitaine in southwestern france.,B-LOC I-LOC O O,B-LOC O O O,B-LOC O O O
112439,74413e8d-54bd-4e7c-83ff-e8e97be59ae7,schnappi  und  seine  freunde  wikia ,schnappi  und  seine  freunde  wikia fandom  is a wiki hosting service that hosts wikis mainly on entertainment topics .,B-CW I-CW I-CW I-CW I-CW,B-CW I-CW I-CW I-CW O,B-CW I-CW I-CW I-CW O
182273,d2aec18b-ab19-48ab-a9af-d14bfb8fe08e,how  to  print  a  von  trapp  family  a  life  of  music ,how  to  print  a  von  trapp  family  a  life  of  music trapp is a surname. notable people with the surname include:a.,O O O O B-CW I-PER I-CW B-CW I-CW I-CW I-CW,O O O O B-CW I-CW I-CW I-CW I-CW I-CW I-CW,O O O O B-CW I-CW I-CW I-CW I-CW I-CW I-CW
